Exercise Name,MainMuscleGroup,DetailedMuscleGroup,OtherMuscleGroups,Type,Mechanics,Equipment,Difficulty,InstructionText,PIC_NO,Link
Smith Machine Standing Behind the Back Wrist Curl,Forearm,,,Strength,Isolation,Machine,Beginner,"Steps : 
_x000D_
1.) Start of by setting up a weighted smith machine and grab the bar behind your back using an underhand shoulder width grip.
_x000D_
2.) Keep your elbows tucked in at your sides and slowly raise the bar up, squeezing your forearms and hold for a count.
_x000D_
3.) Return back to the starting position.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4400', '4401']",https://www.jefit.com/exercises/1100/Smith-Machine-Standing-Behind-the-Back-Wrist-Curl
Standing Glute Kickback,Glutes,,,Strength,Isolation,Body,Beginner,"Steps :
_x000D_
1.) Start off setting up a standing glute kickback machine by adjusting the leg padding on the machine then place the padding underneath one of your knees.
_x000D_
2.) Grab onto the bars and stand with a bend in your knees, then slowly push your leg behind you, extending back as far as you can, squeezing your glutes and hold for a count.
_x000D_
3.) Return back to the starting position.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4404', '4405']",https://www.jefit.com/exercises/1101/Standing-Glute-Kickback
One Leg 45 Degree Leg Press,Glutes,,"Upper Legs , Lower Legs",Strength,Compound,Machine,Intermediate,"Steps :
_x000D_
1.) Start off setting up a leg press machine with the amount of weight that you would like to perform and sit down on the machine placing one leg up against the foot rest.
_x000D_
2.) Extend your foot to release the weight off of the racks and slowly lower the weight down until your leg is at a 45 degree angle and squeeze your glutes.
_x000D_
3.) Hold for a count then return back to the starting position.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4408', '4409']",https://www.jefit.com/exercises/1102/One-Leg-45-Degree-Leg-Press
Dumbbell One Arm Standing Front Raise,Chest,,Abs,Strength,Isolation,"Dumbbell , Exercise Ball",Intermediate,"Steps :
_x000D_
1.) Start by sitting on an exercise ball close to a bench with a dumbbell in both hands
_x000D_
2.) Slowly roll down making sure that your shoulders are lower than your hips and your feet are planted firmly on the floor in front of you.
_x000D_
3.) Hook your feet right underneath the bench to give yourself balance and support.
_x000D_
4.) Extend the dumbbells above your chest then slowly lower them down in a bent arm motion so that you have a full extension of your chest.
_x000D_
5.) Return back to the starting position and repeat for as many reps and sets desired.
_x000D_
Tips :
_x000D_
1.) This exercise requires balance and either a spotter, somebody to hold your legs or a bench to keep yourself secure from falling back and injuring your head","['2480', '2481']",https://www.jefit.com/exercises/1103/Dumbbell-One-Arm-Standing-Front-Raise
Smith Machine Shoulder Press Behind the Neck,Shoulders,,Triceps,Strength,Compound,"Machine - Strength , Bench",Intermediate,"Steps : 
_x000D_
1.) Start off setting up a weighted smith machine with the bar positioned at the top rack with full upright bench positioned right underneath the bar.
_x000D_
2.) Sit on the bench with feet flat on the floor and remove the bar off of the rack.
_x000D_
3.) Slowly lower the weight behind your head, feeling a stretch in your shoulders and squeeze, and hold for a count.
_x000D_
4.) Return back to the starting position.
_x000D_
5.) Repeat for as many reps and sets as desired.","['4416', '4417']",https://www.jefit.com/exercises/1104/Smith-Machine-Shoulder-Press-Behind-the-Neck
Cable Reverse Fly,Chest,Lower Chest,"Shoulders , Triceps",Strength,Compound,"Barbell , Machine - Strength",Beginner,"The barbell wide grip decline bench press is a great exercise to work the lower portion of the pectoral muscles and also uses a wider grip to focus upon the outer portion of the chest.
_x000D_
Steps :
_x000D_
1.) Start off lying on a decline bench with your head positioned lower than your feet and reach up grabbing the barbell with a wider than shoulder-width as this will be your starting position.
_x000D_
2.) Slowly lift the barbell up off of the rack, bring it just over your chest and lower it until it is above the lower portion of your chest and you feel a stretch in your pectoral muscles.
_x000D_
3.) Hold this position for a count then return back up to the start.
_x000D_
4.) Repeat for as many reps and sets as desired.
_x000D_
Tips : 
_x000D_
1.) Keep your abs drawn in and your back flat on the bench throughout this exercise.
_x000D_
2.) Refrain from bouncing the barbell off of your chest as this is improper form and can lead to injury.
_x000D_
3.) Make sure the you are using a bench that you can maintain your balance through the exercise.","['708', '709']",https://www.jefit.com/exercises/1106/Cable-Reverse-Fly
Dumbbell Seated Bent Over Reverse Fly,Shoulders,Traps,Back,Strength,Isolation,"Dumbbell , Bench",Intermediate,"Steps : 
_x000D_
1.) To begin this exercise; start off lying face down on a flat bench with a dumbbell in each hand rested on the floor in front of you.
_x000D_
2.) Then raise your arms with your shoulders so that they are parallel with your shoulders and hold onto this position for a few seconds.
_x000D_
3.) Return back to the starting position.
_x000D_
4.) Repeat this exercise for as many repetitions as needed","['136', '137']",https://www.jefit.com/exercises/1107/Dumbbell-Seated-Bent-Over-Reverse-Fly
Dumbbell Bent Over Reverse Fly,Abs,,,Strength,Compound,Machine,Beginner,"Steps :
_x000D_
1.) Start off placing a rope attachment to a high pulley cable machine then stand with your back facing the machine and grabbing the rope positioning it behind your head.
_x000D_
2.) Keeping your elbows bent by your head, slowly crunch down in a twisting motion so your right elbow comes down towards your left knee until you feel a stretch in your abs then hold for a count.
_x000D_
3.) Return back to the starting position and continue in the opposite direction.
_x000D_
4.) Repeat for as many reps and sets as desired.","['3988', '3989']",https://www.jefit.com/exercises/1108/Dumbbell-Bent-Over-Reverse-Fly
Barbell Military Press Behind Neck,Upper Legs,Hamstrings,,Stretching,,Body,Intermediate,"Steps : 
_x000D_
1.) To begin this exercise; start off in a kneeling pushing position and lift your right leg off of the floor and hold onto it with your right hand.
_x000D_
2.) With your hand hold onto your ankle and stretch out your upper legs holding on for up to 15 seconds, then alternate.
_x000D_
3.) Repeat this exercise for as many repetitions as needed","['1856', '1857']",https://www.jefit.com/exercises/1109/Barbell-Military-Press-Behind-Neck
Barbell Seated Front Raise,Chest,Full,"Triceps , Shoulders",Strength,Compound,"Barbell , Machine - Strength",Beginner,"Bench press is a great exercise for building a powerful chest.
_x000D_
The bench press is one of the power exercises, known to be very effective for building body mass. Learning how to do a proper bench press is well worth the effort.

_x000D_
Steps : 
_x000D_
1.) Lie with your back flat on a bench with your feet firmly on the ground and the bar resting on the bench’s rack.
_x000D_
2.) Slowly lift the bar off the rack and hold it above your chest as this will be the starting position.
_x000D_
3.) Then lower the bar down until it is slightly above your chest, making sure that it doesn't touch or slam against your chest.
_x000D_
4.) Hold this position briefly and make sure you have complete control of the bar, then raise it back up to the starting postion.
_x000D_
3.) Place the bar on the rack and that will complete your set.
_x000D_
Tips :
_x000D_
1.) By changing the width of the grip on the bar will change the focus and targeting of the exercise. Using a medium grip is the most common grip on the bar which is slightly wider than shoulder-width that is typically marked on the bar.
_x000D_
2.) Using a spotter while performing this exercise is essential to make sure that the bar doesn't drop onto your chest and a spotter can provide motivation to lift more weight.
_x000D_
3.) The most important thing about the bench press exercise is using a weight that you can manage while maintaining proper form. Many individuals try to lift more weight than they can manage which results in injuring and incorrectly performing the exercise.","['8', '9']",https://www.jefit.com/exercises/1110/Barbell-Seated-Front-Raise
Dumbbell Alternate Seated Press,Abs,,,Strength,Isolation,Machine,Beginner,"Steps :
_x000D_
1.) Start off standing with your side next to a high pulley cable machine with a grip attachment connected to the machine.
_x000D_
2.) Grasp the handle with one of your hands, with your feet shoulder width apart and the other arm rested at your side.
_x000D_
3.) Slowly pull down with the arm grasping the cable with your obliques until you feel a stretch in your abs.
_x000D_
4.) Return back to the starting position and switch to the opposite side.
_x000D_
5.) Repeat for as many reps and sets as desired.","['3980', '3981']",https://www.jefit.com/exercises/1111/Dumbbell-Alternate-Seated-Press
Dumbbell One Arm Front Raise on Incline Bench,Shoulders,,,Strength,Isolation,"Bench , Dumbbell",Beginner,"Steps :
_x000D_
1.) Start off standing up straight with your feet shoulder width apart and holding a dumbbell in each hand.
_x000D_
2.) While keeping your body still, slowly raise one of the dumbbells out to the side up to shoulder level, squeezing on the way up and hold for a count.
_x000D_
3.) Then return back to the starting position and repeat with the opposite arm.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4484', '4485']",https://www.jefit.com/exercises/1112/Dumbbell-One-Arm-Front-Raise-on-Incline-Bench
Dumbbell Alternate Bent Over Reverse Fly,Biceps,,,Strength,Isolation,"Bench , Machine - Strength",Beginner,"Steps :
_x000D_
1.) Start off by sitting up straight on a bench in front of a low pulley cable machine with a straight bar attached to the machine, with your arms rested at your sides and feet flat on the floor.
_x000D_
2.) Grab the bar in an underhand grip then slowly raise it up towards your shoulders, isolating the bicep and hold for a count.
_x000D_
3.) Return back to the starting position.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4112', '4113']",https://www.jefit.com/exercises/1113/Dumbbell-Alternate-Bent-Over-Reverse-Fly
Dumbbell One Arm Standing Palms In Press,Shoulders,,,Strength,Isolation,"Dumbbell , Bench",Beginner,"Steps :
_x000D_
1.) Start off laying on your side on a flat bench with one arm holding a dumbbell against your chest and the other arm extended in front of you holding to the bottom of the bench.
_x000D_
2.) Bend your elbow that is holding the dumbbell so that it is in a 90 degree angle then while keeping this position.
_x000D_
3.) Slowly rotate your forearm externally so that the dumbbell is lifted up from the chest position and is perpendicular to the floor.
_x000D_
4.) Hold onto this position for a count then return back to the starting position.
_x000D_
5.) Repeat for as many reps and sets as desired.","['3488', '3489']",https://www.jefit.com/exercises/1114/Dumbbell-One-Arm-Standing-Palms-In-Press
Weight Plate High Front Raise,Shoulders,,,Strength,Isolation,Weight,Beginner,"Steps :
_x000D_
1.) Start off standing up straight with your feet shoulder width apart and holding a weight plate together with both hands at waist level.
_x000D_
2.) Slowly, while squeezing your shoulders, elevate the weight plate above your head and hold for a count.
_x000D_
3.) Return back to the starting position.
_x000D_
4.) Repeat for as many reps and sets as desired.","['4460', '4461']",https://www.jefit.com/exercises/1115/Weight-Plate-High-Front-Raise
Dumbbell One Arm Bent Over Reverse Fly,Shoulders,,"Back , Abs",Strength,Isolation,"Dumbbell , Exercise Ball",Intermediate,"Steps : 
_x000D_
1.) Start off sitting on an exercise ball with both feet together, your chest close to your knees and arms hanging down in front with a dumbbell in each hand.
_x000D_
2.) While maintaining a flat back, lift one of the weights to shoulder height allowing the arm to bend slightly and hold for a count, as the other arm stays in front of you.
_x000D_
3.) Return back to the starting position and alternate the exercise with the opposite arm. 
_x000D_
4.) Repeat for as many reps and sets desired.","['2620', '2621']",https://www.jefit.com/exercises/1116/Dumbbell-One-Arm-Bent-Over-Reverse-Fly
